year,end station name,end station latitude,end station longitude,avg trip duration,total trips
2018,W 13 St & 6 Ave,40.73649403,-73.99704374,6143.0,1
2018,W 37 St & 10 Ave,40.75660359,-73.9979009,13255.0,1
2018,W 46 St & 11 Ave,40.76341379,-73.99667444,2525.5,2
2018,W 52 St & 5 Ave,40.75992262,-73.97648516,2261.0,1
2018,W 56 St & 10 Ave,40.768254,-73.988639,6520.0,1
2018,Warren St,40.721123600000006,-74.03805095,450.538585728124,3097
2018,Washington St,40.7242941,-74.0354826,837.6113590263692,2465
2018,West Side Light Rail,40.714402,-74.0887723,793.7692307692307,52
2018,York St,40.71649,-74.04105,646.7634936211972,1019
2019,1 Ave & E 110 St,40.7923272,-73.9383,1262.2427781192378,4881
2019,1 Ave & E 16 St,40.73221853,-73.98165557,706.2992432355251,28014
2019,1 Ave & E 18 St,40.73381219196632,-73.9805442094803,680.6884090124735,20283
2019,1 Ave & E 30 St,40.74144387,-73.97536082,724.8315130527437,15016
2019,1 Ave & E 44 St,40.75001986,-73.96905301,973.7415192025346,12941
2019,1 Ave & E 62 St,40.761227399999996,-73.96094022,906.3420440636474,16340
2019,1 Ave & E 68 St,40.76500525,-73.95818491,873.3288229759398,22319
2019,1 Ave & E 78 St,40.77140426,-73.9535166,816.150250922063,16539
2019,1 Ave & E 94 St,40.78172120000001,-73.94594000000001,1221.297934595525,5810
2019,1 Pl & Clinton St,40.6809591,-73.99905709,1161.745897000566,3534
2019,10 Ave & W 28 St,40.75066386,-74.00176802,796.9543741588157,14860
2019,10 Hudson Yards,40.752957,-74.00264,829.742024965326,1442
2019,10 St & 2 Ave,40.671907,-73.993612,892.8546195652174,736
2019,10 St & 5 Ave,40.6686273,-73.98700053,860.6475916014821,2429
2019,10 St & 7 Ave,40.666207799999995,-73.98199886,796.5239038189533,3535
2019,11 Ave & W 27 St,40.751396,-74.00522600000001,902.8028264873088,24978
2019,11 Ave & W 41 St,40.76030096,-73.99884222,856.6988183984989,19719
2019,11 Ave & W 59 St,40.771496710544405,-73.99046033620834,1001.5471053772767,18448
2019,11 St & 35 Ave,40.76274420000001,-73.9391141,867.4285714285714,511
2019,11 St & 43 Ave,40.7519071,-73.94791190000001,884.4263157894737,950
2019,12 Ave & W 125 St,40.818298999999996,-73.96040500000001,1741.513698630137,146
2019,12 Ave & W 40 St,40.76087502,-74.00277668,1203.7991403345725,34432
2019,12 St & 4 Ave,40.668603000000004,-73.99043940000001,1047.392013039935,1227
2019,14 St & 5 Ave,40.666287,-73.98895053,983.7738630684657,4002
2019,14 St & 7 Ave,40.663779,-73.98396846,921.6958940397351,3775
2019,19 St & 24 Ave,40.777455200000006,-73.9225403,834.3042404281597,2429
2019,2 Ave & 36 St - Citi Bike HQ at Industry City,40.65708866668485,-74.00870203971863,2619.545943304008,2046
2019,2 Ave & 9 St,40.6724811,-73.99331394,852.7863894139887,529
2019,2 Ave & E 104 St,40.789210499999996,-73.94370784,738.4713445195032,4589
2019,2 Ave & E 122 St,40.8006721,-73.9349,2512.6185948230323,1893
2019,2 Ave & E 31 St,40.74290902,-73.97706058,758.5203309029725,21396
2019,2 Ave & E 72 St,40.7687620293096,-73.95840793848038,873.5371952490102,9598
2019,2 Ave & E 96 St,40.7839636,-73.94716729999999,695.6184983919263,9017
2019,2 Ave & E 99 St,40.786258600000004,-73.94552579,791.8103623433797,2953
2019,21 St & 31 Dr,40.7659,-73.930819,1519.7787610619469,2373
2019,21 St & 36 Ave,40.760185299999996,-73.9362726,775.8303425774877,613
2019,21 St & 38 Ave,40.7576314,-73.9391224,1627.2557755775576,606
2019,21 St & 43 Ave,40.75052534,-73.94594845,937.0275641025642,1560
2019,21 St & Hoyt Ave S,40.774645,-73.92370600000001,865.8698999230177,1299
2019,21 St & Queens Plaza North,40.75325964,-73.94335788,1644.7517142857143,3500
2019,23 Ave & 27 St,40.776165,-73.9153175,644.7879858657244,1132
2019,24 Ave & 26 St,40.774591,-73.918544,852.3099236641222,1965
2019,24 Ave & 29 St,40.7729,-73.91614200000001,1214.8776397515528,1610
2019,24 St & 41 Ave,40.752708500000004,-73.9397405,748.5771050141911,2114
2019,27 Ave & 3 St,40.77485,-73.9342,2102.528,250
2019,27 Ave & 4 St,40.7747175,-73.93378940000001,3995.850855745721,409
2019,27 Ave & 9 St,40.7739825,-73.93091340000001,777.8840030326005,1319
2019,27 St & Hunter St,40.7485,-73.941275,889.9947486871718,2666
2019,28 Ave & 35 St,40.7671,-73.9169858,790.257024412713,2171
2019,28 Ave & 44 St,40.76408932350689,-73.9106512069702,1257.076348104645,1873
2019,28 St & 36 Ave,40.757186,-73.93271899999999,974.2191601049868,1524
2019,28 St & 38 Ave,40.754876,-73.934326,736.0836501901141,1578
2019,28 St & 41 Ave,40.751047,-73.93796999999999,834.9961109670728,3857
2019,3 Ave & 14 St,40.6685455,-73.99333264,1061.61324570273,1978
2019,3 Ave & Carroll St,40.677027,-73.9865,774.5254928619986,1471
2019,3 Ave & E 100 St,40.787721399999995,-73.94728331,2901.2779069767444,1720
2019,3 Ave & E 112 St,40.795508,-73.94160600000001,1167.3351817621688,1623
2019,3 Ave & E 62 St,40.76312584,-73.96526895,873.2860868579204,8819
2019,3 Ave & E 71 St,40.76873687,-73.96119945,836.3674355495251,3685
2019,3 Ave & E 72 St,40.7699426,-73.96060712,876.930191532258,3968
2019,3 Ave & E 95 St,40.784596798848916,-73.94968539476396,874.5030165912519,2652
2019,3 Ave & Schermerhorn St,40.68683208,-73.9796772,1132.765496034957,6179
2019,3 St & 3 Ave,40.675070500000004,-73.98775226,729.222440087146,4590
2019,3 St & 7 Ave,40.67038370000001,-73.97839676,763.5970276008493,4710
2019,3 St & Hoyt St,40.6777287,-73.99364123,788.8536162841057,2309
2019,3 St & Prospect Park West,40.668132,-73.97363831,1250.9542375983892,5463
2019,30 Ave & 21 St,40.77037429999999,-73.9286078,726.4293563579278,1274
2019,31 Ave & 14 St,40.7682,-73.9322662,1379.9258662369057,1241
2019,31 Ave & 30 St,40.7647,-73.9240312,757.2062176165803,1930
2019,31 Ave & 34 St,40.763154,-73.920827,846.7658796142334,3007
2019,31 Ave & Crescent St,40.765834600000005,-73.9265474,1693.4393627954778,1946
2019,31 Ave & Steinway St,40.76129389728909,-73.916916847229,822.3288370397376,2743
2019,31 St & 23 Ave,40.7747878,-73.91255509999999,737.3896568547731,6149
2019,31 St & 35 Ave,40.75820464696758,-73.92832159996033,444.0226244343891,221
2019,31 St & Astoria Blvd,40.76991760000001,-73.91840570000001,619.4275805793553,2451
2019,31 St & Broadway,40.761584,-73.925921,666.4661696178938,5365
2019,31 St & Hoyt Ave N,40.771152799999996,-73.9170074,1161.7659574468084,1222
2019,31 St & Newtown Ave,40.7675487799971,-73.92093345522879,759.0992379339543,5905
2019,31 St & Northern Blvd,40.75186951421875,-73.93349289894103,955.684462696783,1461
2019,31 St & Thomson Ave,40.74469738,-73.93540375,1724.5064171122995,1870
2019,34 Ave & 13 St,40.763875299999995,-73.9364848,911.0946123521682,761
2019,34 Ave & 21 St,40.762813799999996,-73.9342862,1040.1426307448494,1262
2019,34 Ave & 38 St,40.756913,-73.921631,759.773656776263,4988
2019,34 St & 35 Ave,40.756933200000006,-73.92622309999999,1016.3682219419925,1586
2019,35 Ave & 10 St,40.763154819103725,-73.93985509872438,727.5468424705066,1441
2019,35 Ave & 37 St,40.7557327,-73.92366109999999,856.912625800549,2186
2019,35 St & 34 Ave,40.7580583,-73.92427509999999,741.232462173315,1454
2019,35 St & Broadway,40.760339,-73.9222427,808.006352567496,1889
2019,36 Ave & 10 St,40.7614376,-73.9411265,1062.8185378590078,1532
2019,36 Ave & 31 St,40.75651272984955,-73.92957486212252,825.2859122401848,2165
2019,37 Ave & 35 St,40.7531106,-73.9279917,770.629750982962,1526
2019,37 St & 24 Ave,40.7701477,-73.9120938,874.5754495699765,1279
2019,39 St & 2 Ave - Citi Bike HQ at Industry City,40.65539977447831,-74.0106278657913,2846.743856332703,1058
2019,4 Ave & 2 St,40.674613422475815,-73.98501142859459,1453.2543046357616,755
2019,4 Ave & 9 St,40.6705135,-73.98876585,838.7189141856393,3426
2019,40 Ave & 9 St,40.75742,-73.945133,2372.251711026616,1315
2019,40 Ave & Crescent St,40.7535992020056,-73.9379560947418,917.7977528089888,801
2019,43 St & Broadway,40.7577284,-73.9166368,1487.4721453970762,2531
2019,44 Dr & 21 St,40.748000000000005,-73.94609270000001,840.4987549800796,4016
2019,44 Dr & Jackson Ave,40.74718234,-73.9432635,855.9074972025363,5362
2019,45 Rd & 11 St,40.74708586,-73.94977234,845.8564042303173,4255
2019,46 Ave & 5 St,40.74731,-73.95451,664.1573620117033,6323
2019,47 Ave & 31 St,40.743,-73.93561,1067.4583063994828,1547
2019,47 Ave & Skillman Ave,40.7437524099784,-73.94176483154297,1047.9358974358975,624
2019,48 Ave & 30 Pl,40.74128309355993,-73.93725872039794,1164.7591743119267,872
2019,48 Ave & 5 St,40.74436328706688,-73.95587325096129,1080.6854140914709,1618
2019,49 Ave & 21 St,40.74252,-73.948852,1520.6005917159764,2028
2019,5 Ave & 3 St,40.672815500000006,-73.98352355,897.5960863020572,5979
2019,5 Ave & E 103 St,40.792255299999994,-73.95249933,1289.1033900213988,8879
2019,5 Ave & E 126 St,40.806979999999996,-73.94174699999999,1939.1923766816144,2230
2019,5 Ave & E 29 St,40.7451677,-73.98683077,786.0541206030151,19900
2019,5 Ave & E 63 St,40.766368,-73.971518,1354.2852165256347,8036
2019,5 Ave & E 73 St,40.77282817,-73.96685276,1397.640226476139,18545
2019,5 Ave & E 78 St,40.77632142182271,-73.96427392959596,1448.789519209976,13873
2019,5 Ave & E 88 St,40.78307,-73.95939,1587.2230949284785,19225
2019,5 Ave & E 93 St,40.785785100000005,-73.957481,1461.2219588087123,6749
2019,5 St & 51 Ave,40.7423737,-73.9566,843.9219219219219,1665
2019,5 St & 6 Ave,40.670483600000004,-73.98208968,664.9,2290
2019,5 St & Market St,40.6999974843885,-73.97440128028394,857.6683837733419,1553
2019,58th St Depot,40.716909780459645,-73.98383796215056,1162.6666666666667,3
2019,6 Ave & 12 St,40.666318100000005,-73.9854617,1009.4950607902736,2632
2019,6 Ave & 9 St,40.668127,-73.98377641,697.7411990612331,4687
2019,6 Ave & Broome St,40.72430832160217,-74.00473035871983,914.9259353202283,15770
2019,6 Ave & Canal St,40.72243797,-74.00566443,924.3527314721832,19916
2019,6 Ave & Spring St,40.7252556952547,-74.00412082672119,767.4876267748479,2465
2019,6 Ave & W 33 St,40.74901271,-73.98848395,821.3929313264947,31293
2019,6 Ave & W 34 St,40.74964,-73.98805,850.1850393700787,6096
2019,6 St & 7 Ave,40.668662700000006,-73.97988067,701.5786802030457,2758
2019,7 Ave & Central Park South,40.7667405590595,-73.9790689945221,1543.3030356512531,16998
2019,7 Ave & Park Pl,40.67761470000001,-73.97324283,927.9178385210934,6329
2019,7 St & 3 Ave,40.67260298150126,-73.98983001708984,840.1085371085371,2331
2019,7 St & 5 Ave,40.670492200000005,-73.98541675,1055.088535754824,2643
2019,8 Ave & W 31 St,40.7505853470215,-73.9946848154068,809.5070703236215,42148
2019,8 Ave & W 33 St,40.751551,-73.993934,884.7711162535777,32842
2019,8 Ave & W 52 St,40.76370739,-73.9851615,887.9958475689882,19025
2019,9 Ave & W 18 St,40.74317449,-74.00366443,804.87397521449,10490
2019,9 Ave & W 22 St,40.7454973,-74.00197139,730.9711521232754,16743
2019,9 Ave & W 28 St,40.74937024193277,-73.99923384189607,907.2151318803586,15279
2019,9 Ave & W 45 St,40.76019252,-73.9912551,848.2387149993126,21821
2019,9 St & 44 Rd,40.74966,-73.9521,841.4153094462541,1842
2019,Adam Clayton Powell Blvd & W 115 St,40.802535,-73.9532423,3349.054393305439,1673
2019,Adam Clayton Powell Blvd & W 118 St,40.804372,-73.951475,2086.4942528735633,2610
2019,Adam Clayton Powell Blvd & W 123 St,40.8078316,-73.949373,1396.2094304960196,3266
2019,Adam Clayton Powell Blvd & W 126 St,40.809495347779475,-73.94776493310928,2441.676820728291,2856
2019,Adelphi St & Myrtle Ave,40.69308257,-73.97178913,1124.6718417047184,6570
2019,Albany Ave & Fulton St,40.6800105,-73.938475,5696.1174698795185,996
2019,Allen St & Hester St,40.71605866,-73.99190759,871.2548161120841,17130
2019,Allen St & Rivington St,40.72019576,-73.98997825,919.9417882814201,18364
2019,Allen St & Stanton St,40.722055,-73.989111,839.6405077899597,22529
2019,Amsterdam Ave & W 119 St,40.8086249,-73.9596214,1042.6741214057508,2817
2019,Amsterdam Ave & W 125 St,40.813358,-73.956461,3202.6418480336006,2619
2019,Amsterdam Ave & W 66 St,40.7746671,-73.98470567,907.9146512716493,6409
2019,Amsterdam Ave & W 73 St,40.779668090073116,-73.98093044757842,858.8125945945945,18500
2019,Amsterdam Ave & W 79 St,40.7829391,-73.9786517,844.7548736125361,10721
2019,Amsterdam Ave & W 82 St,40.78524672,-73.97667321,811.1260189891627,10427
2019,Astoria Park S & Shore Blvd,40.7767,-73.927631,1091.0387004300048,2093
2019,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,1058.5868959107806,6456
2019,Atlantic Ave & Furman St,40.69165183,-73.99997859999999,1093.7615516257845,8765
2019,Avenue C & E 18 St,40.730563000000004,-73.973984,939.0485471296953,8466
2019,Avenue D & E 12 St,40.72580614,-73.97422494,1225.5291958625291,5994
2019,Avenue D & E 3 St,40.72082834,-73.97793172,1259.0066492260737,9174
2019,Avenue D & E 8 St,40.72368361,-73.97574813,1070.890329012961,8024
2019,Baltic St & 5 Ave,40.6795766,-73.97854971,1089.850914752822,5138
2019,Bank St & Hudson St,40.73652889,-74.00618026,804.9353269942658,13777
2019,Bank St & Washington St,40.7361967,-74.00859207,926.614841869345,12047
2019,Banker St & Meserole Ave,40.72606,-73.95621,805.3384615384615,5460
2019,Barclay St & Church St,40.71291224,-74.01020234,881.3786647597998,15383
2019,Barrow St & Hudson St,40.73172428,-74.00674436,820.8557040835012,21844
2019,Bayard St & Baxter St,40.71602118,-73.99974372,892.9051230574764,13449
2019,Bayard St & Leonard St,40.71915571696044,-73.94885390996933,695.3714849531327,4054
2019,Beaver St & Fayette St,40.700990000000004,-73.93921,798.0132275132275,378
2019,Bedford Ave & Bergen St,40.676368,-73.95291800000001,1017.9501593081475,4394
2019,Bedford Ave & Montgomery St,40.665816,-73.95693399999999,975.9527896995709,233
2019,Bedford Ave & Nassau Ave,40.72311651,-73.95212324,721.1236479321315,9430
2019,Bedford Ave & S 9 St,40.70853074,-73.96408963,1140.040684234859,2163
2019,Bergen St & Flatbush Ave,40.680944723477296,-73.97567331790923,821.9650297619048,5376
2019,Bergen St & Smith St,40.686744299999994,-73.99063168,744.2400671516508,12509
2019,Bergen St & Vanderbilt Ave,40.6794388,-73.96804379999999,983.5619575253925,5415
2019,Berkeley Pl & 6 Ave,40.6765304,-73.97846879,1122.654176904177,3256
2019,Berkeley Pl & 7 Ave,40.675146838709786,-73.9752320945263,705.3867924528302,7420
2019,Berry St & N 8 St,40.7190095,-73.95852515,791.3916342596983,10543
2019,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,1125.2310676598386,6444
2019,Boerum St & Broadway,40.70538077,-73.94976519,1530.419706784862,2933
2019,Bond St & Bergen St,40.6849668,-73.98620772,704.3460287970274,4306
2019,Bond St & Fulton St,40.68962188790333,-73.98304268717766,819.2112,10625
2019,Broad St & Bridge St,40.70365182,-74.01167797,950.9262838734129,5277
2019,Broadway & 12 St,40.7668,-73.93477740000002,880.9289805269186,1746
2019,Broadway & Battery Pl,40.70463334,-74.01361706,1128.1480904522614,19900
2019,Broadway & Berry St,40.71044554,-73.96525063,940.2188110219137,9218
2019,Broadway & E 14 St,40.73454567,-73.99074142,729.2507818770584,36131
2019,Broadway & E 22 St,40.740343200000005,-73.98955109,762.0370283406513,42589
2019,Broadway & Kosciuszko St,40.693290000000005,-73.92851999999999,1067.1965811965813,117
2019,Broadway & Madison St,40.68822,-73.91966,124095.16666666667,6
2019,Broadway & Moylan Pl,40.8143256,-73.9590255,2052.3761205416745,5243
2019,Broadway & Roebling St,40.70924826276157,-73.96063148975372,798.6011244266904,6759
2019,Broadway & W 122 St,40.8120562,-73.9612547,1844.3062355658199,2165
2019,Broadway & W 25 St,40.74286877312112,-73.98918628692627,763.6979639132594,30205
2019,Broadway & W 29 St,40.7462009,-73.98855723,791.3629224278375,23939
2019,Broadway & W 32 St,40.74854862,-73.98808416,657.9106674272675,8765
2019,Broadway & W 36 St,40.75097711,-73.98765428,815.9265830529214,13076
2019,Broadway & W 37 St,40.75172632,-73.98753523,786.2264401632343,10537
2019,Broadway & W 38 St,40.75299641,-73.98721619,868.4594662323017,15962
2019,Broadway & W 41 St,40.75513557,-73.98658032,912.7903788132752,29830
2019,Broadway & W 49 St,40.76068327096592,-73.98452728986742,865.9214430348361,24199
2019,Broadway & W 51 St,40.76228826,-73.98336183,787.222763761468,13952
2019,Broadway & W 53 St,40.76344058,-73.98268129,866.3704867709399,13682
2019,Broadway & W 56 St,40.7652654,-73.98192338,919.727234401349,26092
2019,Broadway & W 60 St,40.76915505,-73.98191841,1129.878537025888,33220
2019,Broadway & Whipple St,40.7016657,-73.9437303,1726.2970873786408,3090
2019,Brooklyn Bridge Park - Pier 2,40.698458,-73.997178,1484.9536842105263,2375
2019,Brunswick St,40.7241765,-74.05065640000001,787220.0,1
2019,Bus Slip & State St,40.701907,-74.013942,1428.0347593582887,10098
2019,Bushwick Ave & Dekalb Ave,40.69502,-73.92825,1170.673611111111,432
2019,Bushwick Ave & Forrest St,40.700759999999995,-73.93641,1059.7466666666667,150
2019,Bushwick Ave & Harman St,40.69356,-73.92524,954.8571428571429,84
2019,Bushwick Ave & Linden St,40.69146,-73.92146,1277.3880597014925,67
2019,Bushwick Ave & McKibbin St,40.705517,-73.93936,1147.4750378214826,661
2019,Bushwick Ave & Powers St,40.71247661,-73.94100005,3519.279520295203,3252
2019,Bushwick Ave & Stagg St,40.709897,-73.94008000000001,961.2,400
2019,Butler St & Court St,40.6849894,-73.99440329,907.6824872334034,3329
2019,Cadman Plaza E & Johnson St,40.69531727766904,-73.99015724658966,1451.3202193609918,4194
2019,Cadman Plaza E & Red Cross Pl,40.69991755,-73.98971773,1143.9268603170929,8641
2019,Cadman Plaza E & Tillary St,40.69597683,-73.99014892,1942.0,1
2019,Cadman Plaza West & Montague St,40.69383,-73.990539,922.7064709806538,7495
2019,Calyer St & Jewel St,40.72984,-73.94839,953.384126984127,315
2019,Cambridge Pl & Gates Ave,40.68488,-73.96304,875.6677408959072,3103
2019,Canal St & Rutgers St,40.71427487,-73.98990025,864.5229169647541,20967
2019,Carlton Ave & Dean St,40.68097410000001,-73.97100970000001,1008.3279255894441,4623
2019,Carlton Ave & Flushing Ave,40.697787,-73.973736,1021.644052257621,4363
2019,Carlton Ave & Park Ave,40.69580705,-73.97355569,1117.536399474376,3805
2019,Carmine St & 6 Ave,40.73038599,-74.00214988,844.4876119576596,25791
2019,Carroll St & 5 Ave,40.6751622,-73.9814832,811.4483799557255,4969
2019,Carroll St & 6 Ave,40.6740886,-73.9787282,681.2111584657109,5162
2019,Carroll St & Bond St,40.6786115,-73.99037292,789.346171480972,4362
2019,Carroll St & Columbia St,40.6830456,-74.00348559,795.5862329803329,3966
2019,Carroll St & Franklin Ave,40.6679411,-73.9588,1434.485172004745,843
2019,Carroll St & Smith St,40.680611,-73.99475825,713.7134990325941,6719
2019,Carroll St & Washington Ave,40.6686744,-73.9618148,1135.0253807106599,1379
2019,Cathedral Pkwy & Broadway,40.804213,-73.96699104,1123.2166526492852,5945
2019,Catherine St & Monroe St,40.71117444,-73.99682619,968.9503337481616,8839
2019,Cedar St & Evergreen Ave,40.696709999999996,-73.92806999999999,845.7115384615385,52
2019,Cedar St & Myrtle Ave,40.697842,-73.926241,3291.70509233352,1787
2019,Center Blvd & 48 Ave,40.745038,-73.957539,998.9396905588885,3167
2019,Center Blvd & 51 Ave,40.74336608027021,-73.95960688591003,1139.4718487394957,2380
2019,Central Ave & Covert St,40.68929,-73.90951,1267.0754716981132,53
2019,Central Ave & Decatur St,40.6882,-73.90798000000001,1284.3333333333333,3
2019,Central Ave & Flushing Ave,40.702831,-73.9333,1072.744769874477,956
2019,Central Ave & Himrod St,40.69676,-73.92302,1112.0833333333333,36
2019,Central Ave & Starr Street,40.700003,-73.92834,3155.68525592055,1309
2019,Central Ave & Woodbine St,40.69296,-73.91605,1042.7457627118645,59
2019,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,1567.1059851329603,13049
2019,Central Park S & 6 Ave,40.76590936,-73.97634151,1389.3635169558988,25124
2019,Central Park W & W 96 St,40.791270000000004,-73.964839,1298.3915036424655,12217
2019,Central Park West & W 100 St,40.794066608185524,-73.96286845207214,1508.1125692621756,6858
2019,Central Park West & W 102 St,40.795346,-73.96186,1131.9388632872503,3255
2019,Central Park West & W 68 St,40.7734066,-73.97782542,1226.623231707317,16400
2019,Central Park West & W 72 St,40.77579376683666,-73.97620573639871,1443.4305374183828,19910
2019,Central Park West & W 76 St,40.77896784,-73.97374737,1333.5597572772842,11371
2019,Central Park West & W 82 St,40.782593,-73.971211,1279.5118724559022,2948
2019,Central Park West & W 85 St,40.78472675,-73.96961715,1440.4526116259478,14244
2019,Centre St & Chambers St,40.71273266,-74.0046073,1349.311461024716,20513
2019,Centre St & Worth St,40.71494807,-74.00234482,1013.336756126021,8570
2019,Cherry St,40.71219906,-73.97948148,1186.1146131805158,8725
2019,Christopher St & Greenwich St,40.73291553,-74.00711384,857.3095581033589,34714
2019,Clark St & Henry St,40.69760127,-73.99344559,951.5358966004127,9207
2019,Classon Ave & St Marks Ave,40.676519799999994,-73.9596082,811.9102649743933,4491
2019,Clermont Ave & Lafayette Ave,40.68764484,-73.96968902,923.0654427006218,3377
2019,Clermont Ave & Park Ave,40.69573398,-73.97129668,736.67136,3125
2019,Cleveland Pl & Spring St,40.72210378668603,-73.99724900722505,918.5985245787008,28602
2019,Cliff St & Fulton St,40.70831794366396,-74.0050408244133,854.2828345802161,4812
2019,Cliff St & Fulton St,40.70838,-74.00495,966.1519724078465,4639
